Age,Assignment_Score,Attendance_Score,Distance_from_Home,Exam_Score,Extracurricular,Family_Income,Gender,Grade,Internet,Learning_Disabilities,Motivation_Level,Parent_Education,Parental_Involvement,Participation,Peer_Influence,Physical_Activity,Resources,Sleep_Hours,Social_Media,Stress_Level,Study_Hours_per_Week,Teacher_Quality,Total_Score,Tutoring_Sessions
18,74.0,85.0,Far,53.0,No,High,Male,D,No,No,Low,High School,High,Yes,Negative,5,High,8,25,Medium,36,High,65.7,7
21,73.0,52.0,Far,49.0,No,High,Female,F,No,No,Low,High School,High,Yes,Negative,0,High,9,7,High,27,High,56.8,6
19,77.0,75.0,Far,92.0,No,Medium,Female,B,No,No,High,Postgraduate,High,No,Negative,0,Medium,5,17,High,29,High,84.1,6
20,80.0,70.0,Far,40.0,No,Medium,Male,F,No,No,Low,High School,High,Yes,Negative,0,Medium,7,30,Medium,27,High,58.0,7
29,71.0,63.0,Far,79.0,No,Medium,Female,C,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,8,6,Medium,42,High,73.4,6
20,86.0,90.0,Far,100.0,No,Medium,Male,A,No,No,High,Postgraduate,High,No,Negative,0,Medium,8,26,High,32,High,93.8,7
29,72.0,79.0,Far,97.0,No,High,Female,B,No,Yes,High,Postgraduate,High,Yes,Negative,4,High,7,30,Low,45,High,85.89999999999999,6
18,87.0,62.0,Far,50.0,No,Medium,Male,D,No,No,Low,High School,High,No,Negative,0,Medium,8,15,Medium,29,High,63.49999999999999,7
24,65.0,53.0,Far,60.0,No,High,Male,D,No,No,Low,High School,High,Yes,Negative,0,High,6,15,High,43,High,60.1,7
28,67.0,63.0,Far,62.0,No,High,Female,D,No,No,Low,High School,High,Yes,Negative,0,Low,5,1,Medium,43,High,63.699999999999996,6
21,72.0,71.0,Near,68.0,Yes,Medium,Male,D,Yes,No,Medium,High School,High,Yes,Positive,5,Medium,6,20,Low,34,High,69.8,3
19,88.0,50.0,Far,70.0,No,Medium,Female,C,No,Yes,Low,High School,High,No,Negative,0,Medium,6,24,Medium,27,High,71.4,6
26,59.0,52.0,Far,54.0,No,High,Male,F,No,No,Low,High School,High,No,Negative,0,High,6,10,Medium,15,High,55.1,7
20,56.0,87.0,Far,78.0,No,Medium,Male,C,No,No,High,Postgraduate,High,Yes,Negative,6,Medium,10,3,Medium,25,High,73.2,7
18,90.0,58.0,Far,64.0,No,Medium,Male,C,No,No,High,High School,High,No,Negative,0,Medium,6,3,Low,19,High,70.6,7
21,98.0,60.0,Far,78.0,No,Medium,Male,B,No,No,High,Postgraduate,High,No,Negative,0,Medium,9,3,Medium,10,High,80.4,7
28,54.0,88.0,Far,54.0,No,Medium,Male,D,No,No,Low,High School,High,Yes,Negative,0,Medium,10,0,Medium,25,High,60.800000000000004,7
25,66.0,84.0,Far,82.0,No,Medium,Male,C,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,5,7,High,8,High,77.6,6
26,88.0,79.0,Far,94.0,No,Medium,Female,B,No,Yes,High,Postgraduate,High,Yes,Negative,4,Medium,6,17,High,21,High,89.2,6
18,77.0,73.0,Far,52.0,No,Medium,Female,D,No,No,High,High School,High,No,Negative,0,Medium,4,22,Low,47,High,63.699999999999996,6
24,89.0,54.0,Far,55.0,No,Medium,Female,D,No,No,Low,High School,High,No,Negative,0,Medium,4,28,Medium,39,High,65.0,6
18,56.0,71.0,Moderate,67.0,No,Low,Male,D,Yes,No,Medium,High School,Medium,No,Negative,1,Medium,4,18,Low,11,Low,64.5,1
25,92.0,91.0,Far,64.0,No,High,Female,C,No,No,High,Postgraduate,High,No,Negative,0,High,8,0,Medium,5,High,77.8,6
25,98.0,96.0,Far,41.0,No,Medium,Female,D,No,No,Low,High School,High,No,Negative,0,Medium,5,9,Medium,46,High,69.1,6
29,62.0,99.0,Far,88.0,No,Medium,Male,B,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,5,5,High,46,High,82.39999999999999,7
22,57.0,93.0,Far,65.0,No,High,Male,D,No,No,Low,High School,High,No,Negative,0,High,8,3,Medium,41,High,68.19999999999999,7
18,91.0,82.0,Far,80.0,No,Medium,Male,B,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,4,15,Medium,40,High,83.7,7
18,100.0,52.0,Far,60.0,No,Medium,Female,C,No,No,Low,High School,High,No,Negative,0,Medium,10,7,High,38,High,70.4,6
18,52.0,94.0,Far,42.0,No,Medium,Female,F,No,No,High,High School,High,Yes,Negative,0,Medium,7,28,Low,31,High,55.400000000000006,6
26,93.0,74.0,Far,75.0,No,High,Male,B,No,No,High,Postgraduate,High,Yes,Negative,0,High,8,15,Low,47,High,80.2,7
28,57.0,93.0,Moderate,73.0,No,Low,Male,C,No,No,High,College,High,Yes,Negative,1,High,10,18,Medium,29,High,72.19999999999999,7
20,75.0,89.0,Far,54.0,No,High,Male,D,No,No,Low,High School,High,Yes,Negative,1,High,8,1,Medium,28,High,67.3,7
24,50.0,62.0,Far,51.0,No,Medium,Male,F,No,No,Low,High School,High,No,Negative,0,Medium,7,30,Medium,27,High,52.9,7
18,76.0,91.0,Far,64.0,No,Medium,Male,C,No,No,High,Postgraduate,Low,No,Negative,6,Medium,5,30,Medium,32,Low,73.0,5
18,61.0,91.0,Far,92.0,No,High,Female,B,No,No,High,Postgraduate,High,Yes,Negative,0,High,10,22,High,45,High,82.5,6
28,50.0,50.0,Far,99.0,No,High,Female,C,No,No,High,Postgraduate,High,Yes,Negative,0,Low,9,1,Medium,36,High,74.5,6
28,77.0,74.0,Far,87.0,No,High,Female,B,No,No,High,Postgraduate,High,No,Negative,0,High,8,23,Low,33,High,81.39999999999999,6
21,91.0,80.0,Moderate,91.0,No,High,Male,B,No,No,High,Postgraduate,High,Yes,Negative,1,Low,6,2,High,42,High,88.8,7
28,84.0,96.0,Far,75.0,No,High,Female,B,No,No,High,Postgraduate,High,Yes,Negative,0,High,10,26,Medium,39,High,81.9,6
18,82.0,60.0,Far,63.0,No,Medium,Male,D,No,No,Low,High School,High,Yes,Negative,0,Medium,9,27,Medium,43,High,68.1,7
18,67.0,88.0,Far,46.0,No,High,Female,D,No,No,Low,High School,High,No,Negative,0,Low,10,19,Medium,48,High,60.699999999999996,6
26,60.0,61.0,Far,47.0,No,High,Female,F,No,No,High,High School,High,No,Negative,0,High,9,0,Low,47,High,53.7,6
20,59.0,50.0,Near,68.0,No,Low,Male,D,Yes,No,High,High School,High,No,Positive,5,High,6,21,Low,27,High,61.7,8
18,69.0,75.0,Far,94.0,No,Medium,Male,B,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,7,22,Medium,38,High,82.7,7
27,57.0,91.0,Far,46.0,No,Medium,Male,F,No,No,Low,High School,High,Yes,Negative,0,Medium,10,5,Medium,10,High,58.3,7
28,70.0,96.0,Moderate,64.0,No,Low,Male,C,No,No,High,College,High,No,Negative,1,High,4,8,Medium,32,High,72.2,7
25,86.0,88.0,Far,71.0,No,Medium,Female,C,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,7,19,Low,46,High,78.9,6
24,60.0,68.0,Far,100.0,No,High,Female,B,No,No,High,Postgraduate,High,No,Negative,0,High,10,16,Medium,8,High,81.6,6
20,50.0,83.0,Far,72.0,No,High,Male,D,No,No,Low,High School,High,No,Negative,0,Low,5,26,High,8,High,67.6,6
18,72.0,89.0,Far,77.0,No,High,Male,C,No,No,High,Postgraduate,High,No,Negative,0,High,8,24,Medium,31,High,77.89999999999999,6
21,83.0,66.0,Far,81.0,No,Medium,Female,C,No,No,High,Postgraduate,High,No,Negative,0,Medium,7,25,High,27,High,78.60000000000001,6
24,92.0,98.0,Far,70.0,No,High,Male,B,No,No,High,Postgraduate,High,No,Negative,0,High,8,13,High,41,High,82.19999999999999,7
22,86.0,76.0,Far,93.0,No,Medium,Male,B,No,No,High,Postgraduate,High,No,Negative,0,Medium,4,23,Low,48,High,87.5,7
27,86.0,57.0,Far,63.0,No,High,Male,D,No,No,High,High School,High,Yes,Negative,0,High,8,19,Low,45,High,68.7,7
25,87.0,57.0,Far,72.0,No,Medium,Female,C,No,No,High,Postgraduate,High,No,Negative,0,Medium,9,27,Low,5,High,73.5,6
29,83.0,84.0,Far,91.0,No,High,Male,B,No,No,High,Postgraduate,High,Yes,Negative,0,Low,4,11,Medium,33,High,87.2,6
26,83.0,67.0,Far,79.0,No,Medium,Female,C,No,No,High,Postgraduate,High,No,Negative,0,Medium,8,16,Low,33,High,77.80000000000001,6
24,54.0,53.0,Far,51.0,No,Medium,Male,F,No,No,High,High School,High,Yes,Negative,0,Medium,8,9,Low,48,High,52.300000000000004,7
19,81.0,79.0,Far,95.0,No,Medium,Female,B,No,Yes,High,Postgraduate,High,Yes,Negative,4,Medium,4,6,Medium,8,High,87.6,6
24,78.0,59.0,Far,57.0,No,Medium,Female,D,No,No,High,High School,High,No,Negative,0,Medium,9,3,Low,33,High,63.7,6
29,62.0,87.0,Far,97.0,No,High,Female,B,No,No,High,Postgraduate,High,No,Negative,0,High,8,13,Medium,43,High,84.5,6
18,81.0,92.0,Far,46.0,No,High,Male,D,No,No,Low,High School,High,Yes,Negative,0,Low,6,11,High,18,High,65.7,7
29,96.0,89.0,Far,71.0,No,High,Female,B,No,No,High,Postgraduate,High,Yes,Negative,0,High,5,11,High,14,High,82.1,6
29,63.0,70.0,Far,50.0,No,High,Male,F,No,No,High,High School,High,No,Negative,0,High,6,13,Low,17,High,57.9,7
19,85.0,88.0,Far,83.0,No,High,Female,B,No,No,High,Postgraduate,High,No,Negative,0,Low,7,22,Low,35,High,84.6,6
23,99.0,100.0,Far,82.0,No,Medium,Female,A,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,8,1,Low,29,High,90.7,6
26,71.0,63.0,Far,87.0,No,High,Female,C,No,No,High,Postgraduate,High,Yes,Negative,0,Low,4,1,Medium,36,High,77.4,6
20,86.0,76.0,Far,98.0,No,High,Male,A,No,No,High,Postgraduate,High,Yes,Negative,0,High,4,14,High,37,High,90.0,7
19,79.0,81.0,Far,44.0,No,Medium,Female,D,No,No,High,High School,High,Yes,Negative,0,Medium,5,23,Low,10,High,61.900000000000006,6
27,52.0,93.0,Far,91.0,No,High,Male,C,No,No,High,Postgraduate,High,Yes,Negative,0,Low,6,3,Medium,18,High,79.7,8
25,99.0,94.0,Far,55.0,No,High,Male,C,No,No,High,Postgraduate,High,No,Negative,0,Low,7,30,Low,12,High,76.0,7
25,66.0,52.0,Far,71.0,No,Medium,Male,D,No,No,High,High School,High,Yes,Negative,0,Medium,7,26,Low,12,High,65.7,7
18,77.0,57.0,Far,45.0,No,Medium,Male,F,No,No,High,High School,High,No,Negative,0,Medium,6,16,Low,19,High,56.99999999999999,7
21,88.0,87.0,Far,94.0,No,High,Female,A,No,No,High,Postgraduate,High,No,Negative,0,High,10,6,Medium,30,High,90.80000000000001,6
24,99.0,59.0,Far,93.0,No,Medium,Male,B,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,6,22,High,14,High,88.0,7
22,98.0,53.0,Far,99.0,No,Medium,Female,B,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,8,23,High,27,High,89.5,6
18,88.0,96.0,Far,98.0,No,Medium,Male,A,No,No,High,Postgraduate,High,No,Negative,0,Medium,7,16,Medium,10,High,94.60000000000001,7
27,73.0,61.0,Far,69.0,No,High,Male,D,No,No,Low,High School,High,Yes,Negative,0,Medium,4,7,Medium,42,High,68.6,7
29,93.0,94.0,Far,61.0,No,Medium,Female,C,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,7,14,Low,29,High,77.2,6
27,91.0,95.0,Far,55.0,No,High,Female,C,No,No,High,Postgraduate,High,Yes,Negative,0,High,5,6,Low,10,High,73.8,6
24,97.0,62.0,Far,50.0,No,High,Female,D,No,No,Low,High School,High,Yes,Negative,0,High,9,21,Medium,42,High,66.5,6
18,79.0,83.0,Far,52.0,No,High,Male,D,No,No,Low,High School,High,Yes,Negative,0,Low,6,22,Medium,35,High,66.30000000000001,8
23,60.0,82.0,Far,70.0,No,High,Male,D,No,No,High,High School,High,No,Negative,0,High,4,13,Low,30,High,69.4,7
28,64.0,89.0,Moderate,67.0,No,Low,Male,C,No,No,Low,High School,Medium,Yes,Negative,1,High,6,3,Medium,41,Low,70.5,1
18,76.0,66.0,Far,55.0,No,Low,Male,D,No,No,High,High School,Low,Yes,Negative,6,Medium,6,19,Low,47,Low,63.5,0
28,67.0,72.0,Far,56.0,No,Medium,Male,D,No,No,High,High School,High,No,Negative,0,Medium,10,13,Low,15,High,62.49999999999999,7
23,94.0,93.0,Far,50.0,No,Low,Female,C,No,No,High,High School,Low,Yes,Negative,1,High,6,3,Low,41,Low,71.80000000000001,8
28,86.0,52.0,Far,43.0,No,High,Male,F,No,No,Low,High School,High,No,Negative,0,Low,5,9,Medium,24,High,57.699999999999996,8
22,77.0,76.0,Far,88.0,No,Medium,Male,B,No,No,High,Postgraduate,High,No,Negative,0,Medium,7,14,Low,9,High,82.3,7
25,88.0,99.0,Far,73.0,No,Medium,Male,B,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,6,30,Low,21,High,82.7,7
22,91.0,65.0,Far,66.0,No,Low,Male,C,No,Yes,High,Postgraduate,Low,Yes,Negative,0,Low,4,12,Medium,28,High,73.3,8
28,63.0,91.0,Far,94.0,No,Medium,Male,B,No,No,High,Postgraduate,High,No,Negative,0,Medium,5,23,Low,30,High,84.10000000000001,7
20,71.0,100.0,Far,58.0,No,High,Male,C,No,No,Low,High School,High,Yes,Negative,0,High,9,6,Medium,12,High,70.3,7
25,65.0,55.0,Far,94.0,No,Medium,Male,C,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,6,15,Medium,19,High,77.5,7
25,53.0,51.0,Far,91.0,No,High,Female,C,No,Yes,Low,High School,Low,No,Negative,1,High,6,25,High,27,Medium,71.6,0
19,85.0,96.0,Far,92.0,No,High,Female,A,No,No,High,Postgraduate,High,Yes,Negative,0,Low,8,19,Low,39,High,90.7,6
26,77.0,95.0,Far,90.0,No,High,Female,B,No,No,High,Postgraduate,High,Yes,Negative,0,Low,8,24,High,32,High,87.1,6
21,62.0,84.0,Far,60.0,No,High,Female,D,No,No,High,High School,High,No,Negative,0,High,5,26,Low,32,High,65.39999999999999,6
18,65.0,98.0,Far,73.0,No,Medium,Female,C,No,No,High,Postgraduate,High,Yes,Negative,6,Medium,10,27,Medium,20,High,75.6,6
29,88.0,67.0,Far,80.0,No,Medium,Male,C,No,No,High,Postgraduate,High,No,Negative,0,Medium,9,12,High,36,High,79.80000000000001,7
21,98.0,93.0,Far,57.0,No,Medium,Female,C,No,No,High,Postgraduate,High,No,Negative,0,Medium,5,14,Low,6,High,76.5,6
26,89.0,71.0,Far,73.0,No,Medium,Female,C,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,5,24,Low,15,High,77.4,6
21,84.0,81.0,Far,75.0,No,Medium,Male,C,No,No,High,Postgraduate,High,No,Negative,0,Medium,10,16,Medium,39,High,78.9,7
23,96.0,69.0,Far,61.0,No,High,Female,C,No,No,High,Postgraduate,High,Yes,Negative,6,High,4,22,Low,12,High,73.1,6
23,98.0,68.0,Far,92.0,No,High,Female,B,No,No,High,Postgraduate,High,Yes,Negative,0,High,8,27,Medium,14,High,89.0,6
26,56.0,89.0,Far,75.0,No,High,Male,C,No,No,Low,College,High,Yes,Negative,1,Low,4,14,High,7,High,72.1,8
20,67.0,69.0,Far,93.0,No,Medium,Female,B,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,5,14,Medium,47,High,80.39999999999999,6
29,57.0,54.0,Far,99.0,No,Medium,Male,C,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,6,8,High,46,High,77.39999999999999,6
21,87.0,60.0,Far,78.0,No,High,Female,C,No,No,High,Postgraduate,High,Yes,Negative,0,Low,4,17,High,43,High,77.1,6
29,52.0,73.0,Far,46.0,No,High,Female,F,No,No,Low,High School,High,Yes,Negative,0,High,9,6,Medium,35,High,53.2,6
26,92.0,91.0,Far,60.0,No,Medium,Female,C,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,10,29,Medium,9,High,75.8,6
23,75.0,80.0,Moderate,79.0,No,Medium,Male,C,No,No,High,Postgraduate,High,No,Negative,1,Medium,10,16,Medium,24,High,78.0,7
22,66.0,83.0,Far,86.0,No,Medium,Male,C,No,No,High,Postgraduate,High,No,Negative,0,Medium,4,19,Low,18,High,79.4,7
27,52.0,59.0,Far,59.0,No,High,Female,F,No,No,Low,High School,High,No,Negative,0,High,10,16,Medium,24,High,56.900000000000006,6
24,67.0,90.0,Far,92.0,No,High,Male,B,No,No,High,Postgraduate,High,Yes,Negative,0,High,6,2,High,23,High,84.1,7
25,70.0,97.0,Far,82.0,No,High,Male,B,No,No,High,Postgraduate,High,Yes,Negative,0,High,10,16,Low,16,High,81.4,7
25,54.0,59.0,Far,100.0,No,High,Male,C,No,No,High,Postgraduate,High,Yes,Negative,0,Low,10,25,Medium,16,High,78.0,7
27,98.0,84.0,Far,87.0,No,High,Male,B,No,No,High,Postgraduate,High,Yes,Negative,0,Low,7,28,Medium,29,High,89.7,6
29,89.0,96.0,Far,83.0,No,Medium,Female,B,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,5,25,Medium,4,High,87.4,6
29,62.0,71.0,Far,76.0,No,Medium,Male,C,No,No,High,High School,High,Yes,Negative,0,Medium,9,2,Low,36,High,70.8,7
26,50.0,79.0,Far,67.0,No,Medium,Female,D,Yes,No,Medium,High School,Medium,No,Negative,1,Medium,4,24,Medium,11,Low,64.3,1
21,91.0,89.0,Far,90.0,No,High,Female,A,No,No,High,Postgraduate,High,Yes,Negative,0,Low,6,19,High,27,High,90.1,6
25,73.0,90.0,Far,41.0,No,High,Female,D,No,No,High,High School,High,Yes,Negative,0,High,8,17,Low,47,High,60.4,6
29,88.0,78.0,Far,50.0,No,Medium,Female,D,No,No,Low,High School,High,Yes,Negative,0,Medium,7,21,High,7,High,67.0,6
18,99.0,64.0,Far,91.0,No,High,Male,B,No,No,High,Postgraduate,High,Yes,Negative,0,Low,4,7,High,26,High,88.0,7
25,69.0,88.0,Far,61.0,No,Medium,Female,D,No,No,Low,High School,High,Yes,Negative,0,Medium,5,0,Medium,31,High,68.80000000000001,6
19,80.0,70.0,Far,50.0,No,Medium,Male,D,No,No,Low,High School,High,Yes,Negative,0,Medium,9,14,Medium,29,High,63.0,7
26,81.0,60.0,Far,82.0,No,High,Female,C,No,No,High,Postgraduate,High,No,Negative,0,High,10,3,Low,14,High,77.3,6
22,90.0,56.0,Far,99.0,No,High,Female,B,No,No,High,Postgraduate,High,Yes,Negative,0,High,4,21,High,44,High,87.7,6
27,100.0,91.0,Far,57.0,No,High,Female,C,No,No,High,Postgraduate,High,Yes,Negative,0,High,4,14,Low,15,High,76.7,6
26,72.0,65.0,Far,75.0,No,High,Female,C,No,No,High,College,High,Yes,Negative,1,High,5,22,Medium,13,High,72.1,6
25,53.0,70.0,Far,62.0,No,Medium,Female,D,No,No,Low,High School,High,Yes,Negative,0,Medium,9,13,Medium,6,High,60.9,6
20,50.0,57.0,Far,60.0,No,High,Female,F,No,No,Low,High School,High,Yes,Negative,0,Low,4,27,Medium,45,High,56.4,6
28,78.0,68.0,Far,91.0,No,Medium,Female,B,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,9,12,Medium,9,High,82.5,6
25,60.0,72.0,Far,52.0,No,High,Female,F,No,No,Low,High School,High,No,Negative,0,Low,10,3,Medium,30,High,58.4,6
23,50.0,94.0,Far,57.0,No,High,Male,D,No,No,Low,High School,High,No,Negative,0,High,8,11,Medium,28,High,62.3,7
26,93.0,58.0,Far,41.0,No,High,Male,D,No,No,Low,High School,High,Yes,Negative,0,Low,10,22,Medium,10,High,60.0,7
22,88.0,66.0,Far,53.0,No,Medium,Female,D,No,No,Low,High School,High,Yes,Negative,0,Medium,8,16,Medium,36,High,66.1,6
21,87.0,69.0,Far,79.0,No,Medium,Male,C,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,7,1,High,19,High,79.39999999999999,7
28,93.0,72.0,Far,49.0,No,Medium,Male,D,No,No,High,High School,High,Yes,Negative,0,Medium,6,30,Low,32,High,66.8,7
25,86.0,83.0,Far,87.0,No,Medium,Male,B,No,No,High,Postgraduate,High,No,Negative,0,Medium,6,5,Medium,46,High,85.9,7
21,97.0,80.0,Moderate,89.0,No,Low,Female,B,No,No,High,Postgraduate,High,No,Negative,1,High,5,20,Low,34,High,89.6,6
26,79.0,78.0,Far,92.0,No,High,Female,B,No,No,High,Postgraduate,High,Yes,Negative,0,High,8,1,High,27,High,85.30000000000001,6
28,68.0,62.0,Far,53.0,No,High,Female,F,No,No,Low,High School,High,No,Negative,0,High,7,20,Medium,41,High,59.3,6
29,94.0,75.0,Far,66.0,No,Low,Female,C,No,Yes,High,Postgraduate,Low,No,Negative,0,Medium,5,16,Low,19,High,76.2,0
26,74.0,53.0,Far,85.0,No,High,Female,C,No,No,High,Postgraduate,High,No,Negative,5,High,5,14,Medium,23,High,75.30000000000001,6
20,95.0,85.0,Far,47.0,No,Medium,Female,D,No,No,High,High School,High,Yes,Negative,0,Medium,4,17,Low,23,High,69.0,6
20,50.0,96.0,Far,84.0,No,Medium,Male,C,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,9,14,Medium,28,High,76.2,7
24,63.0,97.0,Far,72.0,No,High,Male,C,No,No,High,Postgraduate,High,Yes,Negative,0,High,5,23,Low,33,High,74.3,6
27,69.0,68.0,Far,45.0,No,Medium,Male,F,No,No,Low,High School,High,Yes,Negative,0,Medium,8,24,Medium,16,High,56.800000000000004,7
19,71.0,70.0,Far,46.0,No,High,Female,F,No,No,High,High School,High,No,Negative,0,Low,10,25,Low,45,High,58.3,6
25,53.0,97.0,Far,72.0,No,High,Female,C,No,Yes,Low,High School,High,No,Negative,0,High,8,23,Medium,30,High,71.3,6
20,77.0,59.0,Far,69.0,No,High,Female,D,No,No,Low,High School,High,Yes,Negative,0,High,5,25,Medium,24,High,69.39999999999999,6
21,73.0,95.0,Near,68.0,No,Medium,Female,C,No,No,High,Postgraduate,High,Yes,Positive,5,Low,8,9,Low,46,High,74.9,6
19,57.0,66.0,Far,49.0,No,Medium,Female,F,No,No,Low,High School,High,Yes,Negative,0,Medium,9,30,Medium,4,High,54.8,6
19,76.0,56.0,Far,72.0,No,Low,Male,C,No,No,High,High School,Low,Yes,Negative,6,High,5,10,Low,5,Low,70.0,0
19,61.0,61.0,Far,56.0,No,Medium,Male,F,No,No,Low,High School,High,No,Negative,0,Medium,8,14,Medium,34,High,58.5,7
19,92.0,77.0,Far,62.0,No,High,Male,C,No,No,High,Postgraduate,High,Yes,Negative,0,Low,9,24,Medium,22,High,74.0,6
27,65.0,78.0,Far,40.0,No,Low,Female,F,No,No,High,High School,High,Yes,Negative,0,High,7,29,Low,10,High,55.1,6
27,80.0,100.0,Near,68.0,No,Medium,Female,C,No,No,High,Postgraduate,High,Yes,Positive,0,Medium,6,7,Low,44,High,78.0,6
22,65.0,57.0,Far,52.0,No,Medium,Male,F,No,No,Low,High School,High,No,Negative,0,Medium,7,19,Medium,4,High,56.9,7
27,81.0,85.0,Far,40.0,No,High,Male,D,No,No,Low,High School,High,No,Negative,0,High,8,25,Medium,45,High,61.3,7
29,96.0,82.0,Far,80.0,No,Medium,Male,B,No,No,High,Postgraduate,High,No,Negative,0,Medium,8,13,High,47,High,85.2,7
22,53.0,94.0,Far,62.0,No,Medium,Female,D,No,No,Low,High School,High,No,Negative,0,Medium,9,27,Medium,48,High,65.7,6
24,53.0,91.0,Far,66.0,No,High,Male,D,No,Yes,Low,High School,Low,No,Negative,0,High,5,13,High,18,High,67.1,8
26,98.0,78.0,Far,79.0,No,High,Male,B,No,No,High,Postgraduate,High,Yes,Negative,0,High,7,8,Medium,13,High,84.5,7
20,90.0,70.0,Far,47.0,No,Medium,Female,D,No,No,Low,High School,High,Yes,Negative,0,Medium,4,8,High,18,High,64.5,6
18,100.0,91.0,Far,62.0,No,High,Male,C,No,No,High,Postgraduate,High,No,Negative,0,High,4,21,Low,34,High,79.2,7
21,66.0,92.0,Near,69.0,Yes,Medium,Female,C,No,No,High,Postgraduate,High,No,Neutral,0,Medium,4,24,Low,27,High,72.7,6
22,75.0,82.0,Far,71.0,No,Medium,Male,C,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,10,24,Low,7,High,74.4,7
24,83.0,87.0,Far,62.0,No,Medium,Female,C,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,10,29,Low,42,High,73.3,6
19,79.0,69.0,Far,100.0,No,Medium,Female,B,No,No,High,Postgraduate,High,No,Negative,0,Medium,8,9,Medium,18,High,87.5,6
23,79.0,83.0,Far,94.0,No,Medium,Female,B,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,7,0,Low,26,High,87.30000000000001,6
21,71.0,55.0,Far,92.0,No,High,Female,C,No,No,High,Postgraduate,High,Yes,Negative,0,Low,6,29,Medium,11,High,78.3,6
20,73.0,78.0,Near,70.0,Yes,Medium,Female,C,Yes,No,High,Postgraduate,High,No,Neutral,4,Medium,9,14,Low,32,High,72.5,6
27,71.0,98.0,Far,83.0,No,Medium,Male,B,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,4,2,High,23,High,82.4,7
26,70.0,90.0,Far,81.0,No,High,Female,C,No,No,High,Postgraduate,High,No,Negative,0,Low,8,12,High,32,High,79.5,6
24,67.0,91.0,Far,51.0,No,High,Male,D,No,No,Low,High School,High,No,Negative,0,High,8,29,Medium,34,High,63.8,7
26,69.0,59.0,Far,66.0,No,Low,Male,D,No,Yes,Low,High School,Low,Yes,Negative,0,Low,4,26,Medium,9,High,65.5,8
26,85.0,79.0,Far,81.0,No,Medium,Female,B,No,Yes,High,Postgraduate,High,No,Negative,4,Medium,4,26,Low,27,High,81.8,6
19,65.0,81.0,Far,93.0,No,High,Female,B,No,No,High,Postgraduate,High,No,Negative,0,High,8,8,Low,31,High,82.2,6
22,66.0,95.0,Far,72.0,No,High,Male,C,No,No,High,Postgraduate,High,No,Negative,0,High,8,18,Low,26,High,74.8,7
24,64.0,84.0,Far,66.0,No,Low,Male,D,No,Yes,High,High School,Low,Yes,Negative,0,Medium,10,3,Low,46,High,69.0,0
18,86.0,61.0,Far,71.0,No,Medium,Female,C,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,5,11,Medium,34,High,73.5,6
26,69.0,77.0,Far,95.0,No,High,Female,B,No,No,High,Postgraduate,High,Yes,Negative,0,High,10,11,Low,9,High,83.60000000000001,6
27,85.0,74.0,Far,91.0,No,Medium,Male,B,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,9,9,Medium,27,High,85.8,7
22,78.0,70.0,Far,95.0,No,High,Male,B,No,No,High,Postgraduate,High,Yes,Negative,0,High,4,12,Medium,46,High,84.9,7
29,58.0,100.0,Far,65.0,No,Medium,Male,D,No,No,Low,High School,High,No,Negative,0,Medium,9,24,High,14,High,69.9,7
18,90.0,84.0,Far,44.0,No,High,Male,D,No,No,Low,High School,High,No,Negative,0,High,9,22,Medium,45,High,65.8,6
27,87.0,83.0,Far,43.0,No,High,Male,D,No,No,Low,High School,High,Yes,Negative,0,High,5,3,Medium,40,High,64.19999999999999,7
25,66.0,80.0,Moderate,87.0,No,Low,Male,C,No,No,High,Postgraduate,High,No,Negative,1,High,5,28,Medium,40,High,79.3,7
27,90.0,97.0,Far,95.0,No,Medium,Male,A,No,No,High,Postgraduate,High,Yes,Negative,0,Medium,9,3,Low,5,High,93.9,7
22,66.0,62.0,Far,74.0,No,Medium,Male,D,No,No,Low,High School,High,Yes,Negative,0,Medium,7,0,Medium,26,High,69.2,7
